67.000,105.000,9.000,9.000
66.883,104.839,9.013,9.072
66.644,105.822,9.234,9.263
65.259,105.506,9.510,9.437
65.164,105.270,9.593,9.526
65.277,105.072,9.647,9.651
63.973,104.824,9.673,9.714
62.697,104.600,9.712,9.752
62.827,104.412,9.791,9.843
61.642,104.444,9.783,9.881
61.515,104.486,9.785,9.891
61.360,104.369,9.853,9.976
60.098,105.468,9.833,9.939
63.090,105.306,9.863,10.028
65.725,105.178,9.862,9.986
66.977,105.055,9.856,9.921
67.090,104.949,9.875,9.911
67.070,104.787,9.854,9.881
65.887,104.611,9.842,9.866
66.046,104.477,9.931,9.915
64.789,104.365,9.955,9.967
64.702,104.428,9.953,9.933
63.546,104.519,9.915,9.948
63.378,104.398,9.972,9.986
62.094,105.479,9.920,9.951
60.676,105.166,9.933,10.032
59.503,104.973,9.898,9.983
59.467,104.770,9.887,9.932
59.553,104.673,9.874,9.909
62.147,104.536,9.872,9.892
64.751,104.452,9.934,9.963
66.034,104.348,9.987,10.001
67.350,104.350,9.949,9.984
68.666,104.378,9.974,9.938
67.239,105.468,9.962,9.872
66.030,105.271,9.916,9.874
65.906,105.158,9.915,9.835
64.505,105.032,9.912,9.810
64.296,104.928,9.927,9.789
63.088,104.840,9.908,9.793
62.975,104.753,9.914,9.764
61.541,104.529,9.895,9.724
60.349,104.629,9.838,9.798
59.276,104.675,9.877,9.959
59.493,104.660,9.784,10.029
62.155,104.725,9.731,10.091
64.915,104.767,9.698,10.082
66.105,104.597,9.720,10.059
66.154,103.451,9.728,10.130
66.203,103.620,9.749,10.187
66.277,103.759,9.764,10.235
66.357,103.924,9.738,10.238
67.645,104.138,9.722,10.250
67.606,104.308,9.764,10.271
67.601,104.424,9.809,10.278
68.891,104.535,9.842,10.289
68.832,104.654,9.871,10.297
68.779,104.753,9.891,10.300
68.808,104.889,9.891,10.273
68.797,105.022,9.892,10.243
67.522,107.648,9.937,10.167
66.209,108.926,10.000,10.142
66.220,108.976,9.961,10.143
66.215,109.077,9.950,10.137
66.278,106.525,9.846,10.108
67.468,106.254,9.893,10.112
67.335,106.047,9.981,10.015
68.648,105.879,9.956,9.890
67.412,105.681,9.898,9.834
67.400,105.514,9.881,9.842
67.269,105.332,9.918,9.901
65.925,105.324,9.958,9.869
64.652,105.321,9.995,9.823
63.326,106.363,9.958,9.824
62.129,106.165,9.910,9.841
62.069,106.068,9.916,9.820
60.824,105.946,9.878,9.855
59.557,105.955,9.900,9.880
58.239,106.046,9.894,9.909
59.580,105.994,9.936,9.879
62.191,107.096,9.933,9.881
63.437,106.930,9.905,9.860
64.768,106.833,9.890,9.872
63.514,106.624,9.859,9.884
63.401,106.490,9.905,9.956
63.344,106.296,9.945,10.050
63.398,106.353,10.009,9.985
63.517,106.476,9.924,10.005
63.277,106.374,9.957,10.036
61.887,106.285,9.965,10.093
60.809,106.291,10.000,10.115
60.772,106.358,10.048,10.150
59.580,106.411,10.011,10.184
59.436,106.375,10.045,10.151
59.343,106.421,10.051,10.137
57.987,105.197,10.057,10.172
57.946,105.291,10.067,10.197
57.897,105.393,10.066,10.221
57.868,105.466,10.076,10.243
57.841,105.561,10.079,10.263
57.828,105.658,10.080,10.273
57.826,105.741,10.077,10.282
61.764,107.118,10.161,10.233
63.167,107.033,10.147,10.231
63.322,106.946,10.168,10.196
63.455,106.943,10.185,10.055
62.287,106.907,10.210,9.949
61.087,106.915,10.194,9.864
60.961,106.925,10.078,9.901
59.718,107.021,10.037,9.937
59.678,107.110,10.013,9.958
61.219,107.108,9.961,9.968
63.834,107.020,9.945,9.938
65.173,106.905,9.928,9.903
66.448,106.697,9.911,9.896
66.417,106.584,9.896,9.862
65.028,106.483,9.927,9.959
65.022,106.429,9.985,10.038
63.831,106.356,10.020,10.057
63.935,106.370,10.013,10.133
62.775,106.396,10.022,10.195
62.823,106.472,10.050,10.211
62.862,106.520,10.042,10.209
61.678,106.614,10.062,10.190
61.839,107.849,10.044,10.224
60.765,107.841,9.960,10.186
60.810,107.711,9.912,10.100
63.697,107.674,9.888,10.066
66.242,107.545,9.880,10.033
68.736,107.485,9.987,10.030
68.797,107.390,10.006,10.079
68.824,107.258,10.029,10.099
68.728,107.099,10.024,10.193
68.627,108.179,9.969,10.101
67.361,108.029,9.933,10.023
67.331,107.915,9.907,9.970
66.025,107.734,9.870,9.972
64.769,107.553,9.844,9.960
64.605,107.459,9.863,10.000
64.317,107.479,9.956,10.069
63.136,108.709,9.948,10.111
