92.000,42.000,9.000,9.000
92.016,43.062,9.066,8.979
91.826,42.852,9.352,9.283
91.497,42.700,9.567,9.458
91.249,42.460,9.731,9.641
91.082,42.381,9.798,9.706
90.812,42.162,9.832,9.633
90.603,40.806,9.858,9.715
90.428,40.665,9.927,9.764
90.369,40.779,9.984,9.919
90.385,40.758,9.984,9.879
90.302,39.533,9.954,9.908
90.151,39.538,9.998,9.986
89.980,39.516,10.056,10.046
89.902,39.580,10.104,10.082
89.769,43.488,10.114,10.103
89.649,44.930,10.109,10.140
89.709,45.158,10.014,10.130
89.580,45.087,9.954,10.080
89.374,44.939,9.948,10.068
89.221,44.797,9.905,10.104
89.032,41.047,9.909,10.028
89.153,41.057,9.931,9.991
88.974,39.829,9.929,9.933
88.891,39.824,9.897,9.939
88.804,39.738,9.861,9.946
88.631,39.661,9.866,9.945
88.641,39.495,9.908,9.944
88.426,39.293,9.982,9.965
88.706,39.296,9.962,10.030
88.682,39.493,9.942,9.962
88.557,39.402,9.971,10.062
88.760,39.637,10.029,10.072
88.745,42.259,10.036,10.072
88.629,43.576,9.935,10.022
88.507,43.451,10.016,10.026
88.420,43.434,10.032,10.042
88.127,43.255,10.068,10.037
88.068,43.208,9.986,9.985
88.059,43.165,9.935,9.939
87.035,43.105,9.928,9.893
87.042,42.741,9.924,9.821
86.996,42.189,9.932,9.793
87.239,42.282,9.958,9.757
88.429,42.228,9.986,9.667
88.250,42.386,9.975,9.700
88.150,42.416,10.001,9.702
88.114,42.512,10.013,9.696
86.769,42.266,9.976,9.678
86.748,43.527,9.863,9.652
86.870,43.991,9.875,9.629
86.728,44.096,9.916,9.637
86.641,44.175,9.924,9.582
86.605,43.969,9.906,9.541
86.672,43.766,9.890,9.540
86.392,43.670,9.957,9.600
86.486,43.615,10.015,9.713
86.538,43.558,10.054,9.781
87.745,43.500,10.125,9.818
87.519,42.302,10.128,9.886
87.409,42.470,10.082,9.896
87.370,42.593,10.116,9.917
87.355,42.648,10.153,9.953
87.110,42.577,10.181,10.000
86.983,42.589,10.165,9.990
87.149,44.001,10.130,10.040
88.661,44.259,10.083,9.992
90.178,44.475,10.062,9.978
90.555,44.405,10.097,9.899
90.825,44.307,10.115,9.776
90.847,44.333,10.062,9.666
90.805,44.335,10.018,9.686
90.820,44.337,10.000,9.729
90.964,44.112,9.985,9.743
91.081,42.907,9.938,9.743
